locationLabel;regionLabel;geoloc
Šaplava;okres Hradec Králové;Point(15.542033018 50.315091558)
Štíty;okres Šumperk;Point(16.765815872 49.961244462)
Šestajovice;okres Náchod;Point(16.008058781 50.341168691)
Šternberk;okres Olomouc;Point(17.298931346 49.730452833)
Štítary;okres Znojmo;Point(15.844289405 48.935147202)
Šaratice;okres Vyškov;Point(16.803517499 49.117486791)
Šabina;okres Sokolov;Point(12.582391615 50.13575498)
Štěchov;okres Blansko;Point(16.50610705 49.452288646)
Řícmanice;okres Brno-venkov;Point(16.693958122 49.257489465)
Štědrá;okres Karlovy Vary;Point(13.114237516 50.058310134)
Štěpánov;okres Olomouc;Point(17.220452338 49.684048986)
Štěpánovice;správní obvod obce s rozšířenou působností Tišnov;Point(16.387604291 49.372984072)
Šilheřovice;okres Opava;Point(18.270217334 49.92600993)
Říkov;okres Náchod;Point(16.016912156 50.384324497)
Šetějovice;okres Benešov;Point(15.222523006 49.645232938)
Říčany;okres Brno-venkov;Point(16.39363527 49.215007277)
Šošůvka;okres Blansko;Point(16.751906034 49.410556369)
Šléglov;okres Šumperk;Point(16.982481419 50.152988487)
Šerkovice;správní obvod obce s rozšířenou působností Tišnov;Point(16.42998438 49.385611426)
Štítina;okres Opava;Point(18.012502911 49.914860756)
Řečice;okres Žďár nad Sázavou;Point(16.063889115 49.513031975)
Ševětín;okres České Budějovice;Point(14.572211957 49.100129411)
Šanov;správní obvod obce s rozšířenou působností Znojmo;Point(16.378576011 48.800921134)
Šitbořice;okres Břeclav;Point(16.779759972 49.014351207)
Hajany;okres Brno-venkov;Point(16.5549957 49.110844938)
Štěpánovice;okres Brno-venkov;Point(16.387604291 49.372984072)
Bílovice nad Svitavou;správní obvod obce s rozšířenou působností Šlapanice;Point(16.672487897 49.247103517)
Šonov;okres Náchod;Point(16.401634826 50.590862404)
Šišma;okres Přerov;Point(17.588062822 49.463914924)
Šanov;okres Znojmo;Point(16.378576011 48.800921134)
Šerkovice;okres Brno-venkov;Point(16.42998438 49.385611426)
Řikonín;správní obvod obce s rozšířenou působností Tišnov;Point(16.305728828 49.364421198)
Šitbořice;správní obvod obce s rozšířenou působností Hustopeče;Point(16.779759972 49.014351207)
Říčky;správní obvod obce s rozšířenou působností Rosice;Point(16.355859223 49.232957456)
Řípec;okres Tábor;Point(14.736727689 49.214258923)
Valdice;okres Jičín;Point(15.384972406 50.455065502)
Chlumec;okres Ústí nad Labem;Point(13.939745543 50.699804397)
Řehlovice;okres Ústí nad Labem;Point(13.954222348 50.607205943)
Lipno;okres Louny;Point(13.680945518 50.300688936)
Svinošice;správní obvod obce s rozšířenou působností Blansko;Point(16.575917699 49.334462195)
Syrovín;správní obvod obce s rozšířenou působností Kyjov;Point(17.263935094 49.02583558)
Přišimasy;okres Kolín;Point(14.762313924 50.050556583)
Lysá nad Labem;okres Nymburk;Point(14.832888718 50.201496776)
Chlístov;okres Benešov;Point(14.654771042 49.801592779)
Tasovice;správní obvod obce s rozšířenou působností Znojmo;Point(16.155581881 48.83613531)
Obora;okres Tachov;Point(12.537744105 49.814723892)
Malínky;správní obvod obce s rozšířenou působností Bučovice;Point(17.160225673 49.159323042)
Skvrňov;okres Kolín;Point(15.001876669 49.89716537)
Malínky;okres Vyškov;Point(17.160225673 49.159323042)
Bílčice;okres Bruntál;Point(17.56555458 49.869620276)
Strážná;okres Ústí nad Orlicí;Point(16.71081665 49.911422368)
Lovčice;okres Hradec Králové;Point(15.384707324 50.165253913)
Černčice;okres Louny;Point(13.845300736 50.361468143)
Veselice;okres Mladá Boleslav;Point(15.127204383 50.396106071)
Hynčice;okres Náchod;Point(16.285395156 50.623763605)
Sendražice;okres Hradec Králové;Point(15.796047892 50.289896645)
Tasovice;okres Znojmo;Point(16.155581881 48.83613531)
Třeboc;okres Rakovník;Point(13.752807338 50.214402334)
Vyžice;okres Chrudim;Point(15.621124732 49.923223168)
Chabařovice;okres Ústí nad Labem;Point(13.941947767 50.673266572)
Nesvačily;okres Beroun;Point(14.124413422 49.881342213)
Hostín;okres Mělník;Point(14.588975239 50.340494068)
Vinařice;okres Beroun;Point(14.098126055 49.892628626)
Černilov;okres Hradec Králové;Point(15.922616162 50.262685016)
Napajedla;okres Zlín;Point(17.511955085 49.171564523)
Malečov;okres Ústí nad Labem;Point(14.119548773 50.632004947)
Libčany;okres Hradec Králové;Point(15.694976009 50.191798034)
Černýšovice;okres Tábor;Point(14.520470641 49.325203741)
Červenka;okres Olomouc;Point(17.083745321 49.718805152)
Drahouš;okres Rakovník;Point(13.475731036 50.080222668)
Chýnov;okres Tábor;Point(14.811247502 49.40683787)
Dobroměřice;okres Louny;Point(13.794820851 50.370180907)
Kunovice;okres Vsetín;Point(17.809907299 49.444242098)
Grygov;okres Olomouc;Point(17.310869174 49.537864081)
Trhové Sviny;okres České Budějovice;Point(14.639241403 48.84238919)
Grešlové Mýto;správní obvod obce s rozšířenou působností Znojmo;Point(15.886172962 48.98079834)
Nelepeč-Žernůvka;správní obvod obce s rozšířenou působností Tišnov;Point(16.376627744 49.342076962)
Malešov;okres Kutná Hora;Point(15.224396689 49.911073893)
Malinová;okres Rakovník;Point(13.666992358 50.047908916)
Trhový Štěpánov;okres Benešov;Point(15.013611593 49.711536905)
Ohnišťany;okres Hradec Králové;Point(15.511063502 50.329580545)
Nový Bydžov;okres Hradec Králové;Point(15.490898003 50.241552543)
Svinošice;okres Blansko;Point(16.575917699 49.334462195)
Okrouhlá Radouň;okres Jindřichův Hradec;Point(15.017092134 49.239787404)
Grešlové Mýto;okres Znojmo;Point(15.886172962 48.98079834)
Puclice;okres Domažlice;Point(13.019437676 49.553724792)
Malé Březno;okres Most;Point(13.560288415 50.462582082)
Výškov;okres Louny;Point(13.672189346 50.395515572)
Červená Hora;okres Náchod;Point(16.058909498 50.450104415)
Černčice;okres Náchod;Point(16.10266424 50.335778624)
Straškov-Vodochody;okres Litoměřice;Point(14.250301295 50.364170346)
Potěhy;okres Kutná Hora;Point(15.420152017 49.869412853)
Lubník;okres Ústí nad Orlicí;Point(16.661596063 49.888525014)
Nelepeč-Žernůvka;okres Brno-venkov;Point(16.376627744 49.342076962)
Černěves;okres Litoměřice;Point(14.243198791 50.454469995)
Malá Úpa;okres Trutnov;Point(15.813881888 50.723856392)
Malá Lhota;správní obvod obce s rozšířenou působností Blansko;Point(16.54955731 49.39191868)
Svratka;okres Žďár nad Sázavou;Point(16.032182159 49.710702553)
Litovel;okres Olomouc;Point(17.076190647 49.701225181)
Černín;správní obvod obce s rozšířenou působností Znojmo;Point(16.020915779 48.982994638)
Lošany;okres Kolín;Point(15.126007041 49.997598809)
Černíkovice;okres Rychnov nad Kněžnou;Point(16.20702976 50.186623487)
Grymov;okres Přerov;Point(17.49803403 49.48101503)
Báňovice;okres Jindřichův Hradec;Point(15.490247355 49.011807175)
Píšťany;okres Litoměřice;Point(14.069191735 50.519305276)
Vítanov;okres Chrudim;Point(15.881773355 49.74913158)
Stará Červená Voda;okres Jeseník;Point(17.201229238 50.32934456)
Malá Vrbka;správní obvod obce s rozšířenou působností Veselí nad Moravou;Point(17.459192964 48.869414114)
Odrovice;okres Brno-venkov;Point(16.509020053 49.010837499)
Vracovice;správní obvod obce s rozšířenou působností Znojmo;Point(15.898692031 48.902169072)
Syrovín;okres Hodonín;Point(17.263935094 49.02583558)
Velemyšleves;okres Louny;Point(13.563761186 50.402672349)
Krupá;okres Rakovník;Point(13.731653371 50.17494091)
Černín;okres Znojmo;Point(16.020915779 48.982994638)
Lánov;okres Trutnov;Point(15.658994864 50.635047044)
Karlovy Vary;okres Karlovy Vary;Point(12.8725 50.230555555)
Xaverov;okres Benešov;Point(14.885635773 49.842712977)
Kobylá nad Vidnavkou;okres Jeseník;Point(17.123687383 50.34195986)
Ohníč;okres Teplice;Point(13.844773633 50.587117325)
Dílce;okres Jičín;Point(15.359418418 50.467246362)
Vracovice;okres Znojmo;Point(15.898692031 48.902169072)
Litoměřice;okres Litoměřice;Point(14.131899491 50.533559476)
Pátek;okres Nymburk;Point(15.158530119 50.165574912)
Nivnice;okres Uherské Hradiště;Point(17.647573417 48.974648711)
Benešovice;okres Tachov;Point(12.901740337 49.726966038)
Černá v Pošumaví;okres Český Krumlov;Point(14.110537341 48.738055332)
Malá Vrbka;okres Hodonín;Point(17.459192964 48.869414114)
Smilkov;okres Benešov;Point(14.617446335 49.602567478)
Suchdol nad Odrou;okres Nový Jičín;Point(17.928191625 49.655716695)
Malá Skála;okres Jablonec nad Nisou;Point(15.195526877 50.646363041)
Ohaveč;okres Jičín;Point(15.308753046 50.449653661)
Smržov;okres Hradec Králové;Point(15.917916917 50.299787658)
Střezimíř;okres Benešov;Point(14.611368874 49.532078299)
Černý Důl;okres Trutnov;Point(15.710693965 50.635003834)
Biskupice;okres Chrudim;Point(15.512858584 49.872812046)
Nová Ves;okres Český Krumlov;Point(14.247167722 48.94839644)
Obyčtov;okres Žďár nad Sázavou;Point(16.001614522 49.499899564)
Černíky;okres Kolín;Point(14.820068106 50.102083176)
Štěchovice;okres Praha-západ;Point(14.405484971 49.851170014)
Služovice;okres Opava;Point(17.994923213 49.988500137)
Malá Lhota;okres Blansko;Point(16.54955731 49.39191868)
Opolany;okres Nymburk;Point(15.217068423 50.130770224)
Paskov;okres Frýdek-Místek;Point(18.290408503 49.731772546)
Okounov;okres Chomutov;Point(13.106652829 50.362324037)
Bukovník;okres Klatovy;Point(13.661347472 49.222576838)
Zlechov;okres Uherské Hradiště;Point(17.379388775 49.073969063)
Krásná Ves;okres Mladá Boleslav;Point(14.79222241 50.424744962)
Litochovice;okres Strakonice;Point(13.941447307 49.159396918)
Pavlíkov;okres Rakovník;Point(13.736430969 50.056080314)
Malovice;okres Prachatice;Point(14.225776921 49.091263956)
Dobrovítov;okres Kutná Hora;Point(15.328764237 49.787588523)
Nižbor;okres Beroun;Point(14.002435691 50.000039262)
Gruna;okres Svitavy;Point(16.742813508 49.762914775)
Třebom;okres Opava;Point(18.025339429 50.046137875)
Veselá;okres Rokycany;Point(13.602875358 49.695172361)
Malenovice;okres Frýdek-Místek;Point(18.410336283 49.579568456)
Odrovice;správní obvod obce s rozšířenou působností Pohořelice;Point(16.509020053 49.010837499)
Skuhrov;okres Jablonec nad Nisou;Point(15.213405787 50.676057919)
Okrouhlá;okres Česká Lípa;Point(14.527683501 50.766899962)
Maletín;okres Šumperk;Point(16.785353599 49.781847296)
Němčice nad Hanou;okres Prostějov;Point(17.205985962 49.341827353)
Oudoleň;okres Havlíčkův Brod;Point(15.755691833 49.659374646)
Chotilsko;okres Příbram;Point(14.352532222 49.77056166)
Bradlec;okres Mladá Boleslav;Point(14.910275697 50.451414156)
Heřmanice;okres Liberec;Point(15.006463227 50.89695756)
Vyžlovka;okres Praha-východ;Point(14.789153254 49.984717882)
Střílky;okres Kroměříž;Point(17.215197165 49.139967191)
Vrchovany;okres Česká Lípa;Point(14.57120786 50.553208054)
Rynoltice;okres Liberec;Point(14.818942645 50.789068227)
Olomučany;správní obvod obce s rozšířenou působností Blansko;Point(16.671707864 49.330895218)
Pístina;okres Jindřichův Hradec;Point(14.901322693 49.049746073)
Hodonice;okres Znojmo;Point(16.163371438 48.836839566)
Stráž nad Ohří;okres Karlovy Vary;Point(13.051039067 50.337329212)
Větrušice;okres Praha-východ;Point(14.38348467 50.19087666)
Heroltice;správní obvod obce s rozšířenou působností Tišnov;Point(16.412815741 49.311388002)
Nedvědice;okres Brno-venkov;Point(16.33408906 49.457048667)
Horní Lhota;okres Ostrava-město;Point(18.068425117 49.853034829)
Hejtmánkovice;okres Náchod;Point(16.299534564 50.599284747)
Hartmanice;okres Svitavy;Point(16.372967344 49.625260549)
Hlinná;okres Litoměřice;Point(14.106777839 50.572442139)
Hodějice;správní obvod obce s rozšířenou působností Slavkov u Brna;Point(16.91369768 49.141515373)
Moutnice;okres Brno-venkov;Point(16.737421623 49.049262334)
Habrovany;okres Ústí nad Labem;Point(13.981784632 50.598655708)
Hlína;okres Brno-venkov;Point(16.426174871 49.113649255)
Modrava;okres Klatovy;Point(13.499328686 49.024165677)
Helvíkovice;okres Ústí nad Orlicí;Point(16.43101124 50.092249502)
Měčín;okres Klatovy;Point(13.402924564 49.480187634)
Haňovice;okres Olomouc;Point(17.045087259 49.681072399)
Heroltice;okres Brno-venkov;Point(16.412815741 49.311388002)
Podhradí nad Dyjí;správní obvod obce s rozšířenou působností Znojmo;Point(15.686417847 48.900294351)
Karle;okres Svitavy;Point(16.3647762 49.766021285)
Hodonice;okres Tábor;Point(14.487388515 49.268598665)
Habry;okres Havlíčkův Brod;Point(15.484908458 49.756079038)
Heřmaň;okres Písek;Point(14.135471223 49.232554386)
Hodonín;okres Chrudim;Point(15.787119344 49.836998411)
Holubice;okres Vyškov;Point(16.812150521 49.177510643)
Oslavice;okres Žďár nad Sázavou;Point(15.990727914 49.340812909)
Lišov;okres České Budějovice;Point(14.608389766 49.016044524)
Radslavice;okres Vyškov;Point(17.003846506 49.322931108)
Habrůvka;okres Blansko;Point(16.723535388 49.303524223)
Hlinka;okres Bruntál;Point(17.672221776 50.280007985)
Podhradí nad Dyjí;okres Znojmo;Point(15.686417847 48.900294351)
Opočnice;okres Nymburk;Point(15.25774528 50.172537186)
Herálec;okres Žďár nad Sázavou;Point(15.99435905 49.688954903)
Rosička;okres Jindřichův Hradec;Point(14.953966959 49.279668451)
Heřmanice;okres Náchod;Point(15.918628636 50.379638812)
Holany;okres Česká Lípa;Point(14.493064486 50.618068745)
Olomučany;okres Blansko;Point(16.671707864 49.330895218)
Ostrá;okres Nymburk;Point(14.892971425 50.180500401)
Holice;okres Pardubice;Point(15.985965854 50.066050453)
Holasice;okres Brno-venkov;Point(16.607570987 49.075883753)
Heřmanov;okres Žďár nad Sázavou;Point(16.18125502 49.379401298)
Hartmanice;okres České Budějovice;Point(14.565134992 49.208019688)
Srbice;okres Teplice;Point(13.869391075 50.660740648)
Loučovice;okres Český Krumlov;Point(14.257460375 48.620274362)
Hluboké Dvory;správní obvod obce s rozšířenou působností Tišnov;Point(16.514229986 49.383170271)
Heršpice;okres Vyškov;Point(16.913572228 49.119789988)
Moutnice;správní obvod obce s rozšířenou působností Židlochovice;Point(16.737421623 49.049262334)
Kladruby;okres Benešov;Point(14.950098667 49.72323145)
Hodonín;správní obvod obce s rozšířenou působností Boskovice;Point(16.410307379 49.501214962)
Těrlicko;okres Karviná;Point(18.482935265 49.751746879)
Vratimov;okres Ostrava-město;Point(18.310188493 49.769937353)
Havlovice;okres Trutnov;Point(16.02941256 50.48756369)
Malšovice;okres Děčín;Point(14.169812807 50.735234029)
Hluboké Dvory;okres Brno-venkov;Point(16.514229986 49.383170271)
Hlína;správní obvod obce s rozšířenou působností Ivančice;Point(16.426174871 49.113649255)
Kuželov;správní obvod obce s rozšířenou působností Veselí nad Moravou;Point(17.488818204 48.859645803)
Hodonín;okres Blansko;Point(16.410307379 49.501214962)
Hlincová Hora;okres České Budějovice;Point(14.564469276 48.983697157)
Provodín;okres Česká Lípa;Point(14.601363091 50.617892286)
Srbeč;okres Rakovník;Point(13.883427688 50.22469547)
Jestřebí;okres Česká Lípa;Point(14.584647495 50.608661893)
Hamr;okres Jindřichův Hradec;Point(14.913435779 48.949470923)
Lhotka;okres Žďár nad Sázavou;Point(16.002912108 49.582221527)
Hodějice;okres Vyškov;Point(16.91369768 49.141515373)
Holasice;správní obvod obce s rozšířenou působností Židlochovice;Point(16.607570987 49.075883753)
Hajnice;okres Trutnov;Point(15.912477692 50.475319357)
Radonice;okres Chomutov;Point(13.28472828 50.298133038)
Heřmanův Městec;okres Chrudim;Point(15.664983771 49.947117687)
Hejnice;okres Ústí nad Orlicí;Point(16.399478257 50.055912462)
Stanovice;okres Karlovy Vary;Point(12.874027206 50.165218291)
Holubice;správní obvod obce s rozšířenou působností Slavkov u Brna;Point(16.812150521 49.177510643)
Herink;okres Praha-východ;Point(14.574969842 49.966930385)
Haluzice;okres Zlín;Point(17.897303206 49.137870267)
Kuželov;okres Hodonín;Point(17.488818204 48.859645803)
Havraň;okres Most;Point(13.598861538 50.450136541)
Libníč;okres České Budějovice;Point(14.543641434 49.019741375)
Nová Ves;okres Plzeň-jih;Point(13.292729745 49.686061166)
Hatín;okres Jindřichův Hradec;Point(14.9110478 49.108715142)
Starý Bydžov;okres Hradec Králové;Point(15.452406397 50.258491959)
Hamry;okres Klatovy;Point(13.160465791 49.215416296)
Svojšice;okres Pardubice;Point(15.601034834 49.965386074)
Hamry;okres Chrudim;Point(15.926458017 49.739008599)
Rokytnice nad Rokytnou;okres Třebíč;Point(15.772883861 49.184402309)
Olešnice v Orlických horách;okres Rychnov nad Kněžnou;Point(16.309957621 50.373192917)
Hříšice;okres Jindřichův Hradec;Point(15.49544928 49.10338328)
Hněvotín;okres Olomouc;Point(17.179570021 49.572064821)
Hodslavice;okres Nový Jičín;Point(18.023703575 49.538554474)
Heršpice;správní obvod obce s rozšířenou působností Slavkov u Brna;Point(16.913572228 49.119789988)
Habrůvka;správní obvod obce s rozšířenou působností Blansko;Point(16.723535388 49.303524223)
